longitude,latitude
-106.5298,52.8698
-77.05389,42.66083
-74.294898,44.84866
-76.509476,42.438103
-72.6097,40.8229
-77.05389,42.66083
-76.509476,42.438103
-74.294898,44.84866
-78.187517,42.998116
-76.509476,42.438103
-76.509476,42.438103
-76.509476,42.438103
-74.294898,44.84866
-76.509476,42.438103
-76.38849,42.42766
-74.753775,39.290115
-72.51889,43.62417
-74.294898,44.84866
-72.6097,40.8229
-78.187517,42.998116
-76.42094750254356,42.44939198234826
-76.509476,42.438103
-106.98917,38.95917
-78.187517,42.998116
-76.509476,42.438103
-74.294898,44.84866
-96.052692,37.716824
-74.294898,44.84866
-122.035682,37.369995
-76.509476,42.438103
-106.98917,38.95917
-74.294898,44.84866
-78.187517,42.998116
-123.4029,47.0037
-76.527506,42.428339
-73.53042,40.86968
-76.509476,42.438103
-78.187517,42.998116
-105.331869,38.964324
-76.509476,42.438103
-76.6481,42.675
-77.05389,42.66083
-76.5358,42.6679
-76.509476,42.438103
-76.509476,42.438103
-74.294898,44.84866
-77.05389,42.66083
-76.509476,42.438103
-76.509476,42.438103
-106.98917,38.901184
-105.490351,37.456558
-77.05389,42.66083
-76.509476,42.438103
-76.509476,42.438103
-72.6097,40.8229
-76.509476,42.438103
-105.450897,43.499756
-78.401983,42.961271
-72.6097,40.8229
-106.331023,39.457912
-91.18515,14.578932
-97.9622,17.65678
-63.53,10.2
-106.71131061170874,34.89128382791196
-112.433564,39.990712
-106.549043,35.884586
-102.449912,36.743953
-105.852997,40.604698
-78.638802,35.780102
-76.681297,39.609299
-77.623596,35.2132
-78.638802,35.780102
-83.1894,35.054298
-77.532204,38.820599
-80.651497,40.045601
-78.548599,35.382099
-81.617897,28.114201
-78.480598,35.787601
-88.837303,43.457802
-78.862099,35.891102
-75.596497,42.921299
-81.506203,27.5959
-118.093002,45.780399
-78.638802,35.780102
-76.601898,39.401501
-76.699799,36.4258
-76.430801,40.0392
-78.780296,35.309601
-75.461899,39.505299
-82.656601,31.813499
-78.811401,35.7272
-78.5606,35.8325
-82.395103,28.100901
-76.389198,40.191101
-75.461899,39.505299
-79.061996,34.696098
-78.638802,35.780102
-82.265099,35.764801
-75.344398,39.5844
-78.638802,35.780102
-79.699097,34.889702
-78.638802,35.780102
-78.850304,35.732601
-75.025398,41.826199
-79.472298,35.109901
-81.098396,36.290501
-75.596497,42.921299
-84.873299,38.366299
-77.306396,38.846199
-83.147697,35.0909
-108.741997,39.169102
-81.023399,36.3456
-78.638802,35.780102
-77.106903,34.967201
-105.547997,38.9986
-79.387199,39.508301
-76.848297,39.0993
-77.693398,34.66
-75.879097,36.2421
-78.6492,35.759201
-119.122002,38.058701
-77.560898,39.245602
-78.316803,34.058201
-78.638802,35.780102
-77.814697,40.8507
-75.596497,42.921299
-83.177696,36.824001
-82.265297,35.764301
-79.130898,35.526001
-81.462601,36.400902
-124.38446,47.633698
-100.477097,37.044701
-93.199997,36.0
-82.099998,29.799999
-112.639984,38.349113
-111.359826,39.53098
-119.004944,38.227617
-118.437362,34.289495
-116.617427,33.073784
-112.84537,37.635517
-110.38812,39.550612
-112.362011,38.317732
-121.736663,36.652421
-83.743138,42.280553
-118.045905,35.051696
-112.095046,41.781596
-71.010632,44.694221
-72.062582,42.907582
-120.613428,50.729678
-87.011206,14.009895
-71.140076,44.074238
-73.099836,43.896451
-71.361448,42.362595
-72.254802,41.665654
-71.01062,44.694252
-71.007015,44.101179
-72.254802,41.665654
-106.53661,52.369123
-122.698598,38.061588
-89.588989,40.693649
-97.100265,18.850686
-114.363662,43.68074
-109.679626,44.057752
-72.254802,41.665654
-71.041727,43.098696
-68.678922,44.75285
-72.254802,41.665654
-68.795588,44.573685
-72.613065,41.763118
-72.608146,41.712322
-109.912995,43.738064
-72.608146,41.712322
-113.757381,52.355243
-108.649722,54.546944
-68.795588,44.573685
-122.211426,44.684913
-83.65605,42.31226
-76.566053,42.931734
-71.140076,44.074238
-69.975884,43.92758
-70.714492,41.761067
-70.792042,42.176767
-105.797,39.2608
-120.166667,49.966667
-117.466667,52.283333
-119.833333,50.083333
-118.97452965458413,48.16691677162851
-63.53,10.2
-96.741667,17.208333
-96.091667,17.008333
-95.491667,16.341667
-96.291667,16.291667
-97.385,26.287
-89.370003,14.42
-63.53,10.2
-97.025994,19.007833
-97.041669,19.321939
-92.091667,16.425
-96.986389,19.189722
-96.875556,19.433611
-92.670833,16.743889
-105.029444,21.459167
-96.885278,19.215833
-92.175,17.175
-99.126111,21.1775
-98.426389,21.138889
-101.87,19.163889
-100.001667,17.955
-98.958333,19.139167
-93.094944,16.827722
-89.11444,40.3781
-83.9626,46.41163
-88.98028,40.37611
-89.11444,40.3781
-88.99056,40.562
-88.85153,40.39694
-88.09348,38.14207
-93.093333,15.823056
-93.093333,15.823056
-92.238056,15.213056
-92.4725,15.215556
-93.093333,15.823056
-92.4725,15.215556
-93.093333,15.823056
-93.093333,15.823056
-93.093333,15.823056
-93.093333,15.823056
-92.520278,15.556944
-93.783333,16.276111
-63.53,10.2
-80.25,42.566667
-82.5,27.700001
-82.476387,29.407499
-70.94949,42.1751
-84.911306,10.348439
-76.496607,42.440628
-105.556152,38.960104
-76.496607,42.440628
-98.298088,49.960107
-73.196774,42.878134
-80.500331,27.880579
-72.254802,41.665654
-71.178666,42.39593
-70.993941,42.545928
-71.049927,41.934411
-72.92705,43.651456
-72.254802,41.665654
-72.254802,41.665654
-70.714492,41.761067
-71.042703,44.762884
-71.010647,42.924799
-72.254802,41.665654
-75.687961,42.96729
-122.173232,37.380526
-99.753848,23.576772
-110.416866,44.916327
-71.432836,41.966766
-117.280598,34.088624
-71.077752,41.906234
-86.077494,40.866153
-100.996373,25.430034
-70.366757,41.673445
-70.859074,42.751708
-95.906143,45.000514
-108.649722,54.546944
-71.158974,42.642769
-106.53661,52.369123
-72.254802,41.665654
-84.550756,32.550838
-71.107265,42.193353
-86.309541,11.990081
-72.254802,41.665654
-71.802293,42.27555
-69.965328,43.914524
-72.254802,41.665654
-71.073884,43.05299
-68.795588,44.573685
-70.544807,44.21397
-89.9219,15.0817
-98.6539,19.1257
-113.619,44.85159
-113.619,44.85159
-113.619,44.85159
-113.619,44.85159
-113.619,44.85159
-91.5743,41.65924
-99.8006,43.87602
-95.091936,42.268539
-72.079798,41.902042
-91.5743,41.65924
-96.5591,42.60249
-81.50972,28.68028
-82.34944,29.64833
-81.50972,28.68028
-82.05778,29.21639
-82.3563,29.6441
-82.05778,29.21639
-84.7025,30.621167
-105.8425,35.7212
-82.21944,29.64306
-81.54167,27.47111
-76.31333,42.90444
-84.58333,30.58694
-82.70583,29.197198
-82.871859,29.324683
-117.25115,33.37642
-87.575,14.783333
-82.05778,29.21639
-82.05778,29.21639
-100.3,19.616667
-81.30333,29.02806
-82.325,29.65139
-81.50972,28.68028
-80.630614,27.998642
-80.66486,28.52317
-82.92833,29.95889
-81.813,29.159333
-69.99583,41.91806
-82.33056,28.762959
-82.14129,29.56841
-82.3563,29.6441
-82.3563,29.6441
-82.2555,27.374167
-81.478333,27.9725
-82.11306,28.534034
-81.628169,30.401109
-81.50972,28.68028
-81.36306,27.176592
-82.325,29.65139
-70.03333,41.9375
-81.50972,28.68028
-81.208,28.619833
-82.64816,29.44228
-104.95694,38.85972
-82.48083,27.28361
-84.66667,30.20833
-122.02972,36.97417
-84.475,30.575
-80.545,27.7205
-81.73306,28.02194
-82.3563,29.6441
-106.98917,38.95917
-82.468333,30.2005
-85.82,30.775833
-84.813167,30.701
-70.67361,41.52639
-82.3563,29.6441
-81.99611,29.98167
-81.605,28.396667
-73.98861,40.86139
-72.254802,41.665654
-71.076309,43.117379
-68.678922,44.75285
-122.864622,38.056042
-98.298088,49.960107
-71.01062,44.694252
-96.928593,19.545651
-71.648252,41.416893
-101.004612,25.421973
-106.800838,32.270094
-67.965281,44.510634
-72.613065,41.763375
-72.254802,41.665654
-68.795588,44.573685
-71.12167,42.33167
-72.254802,41.665654
-68.417806,45.871163
-73.016773,41.962873
-72.254802,41.665654
-71.361448,42.362595
-72.254802,41.665654
-68.795588,44.573685
-99.35016,30.061484
-72.254802,41.665654
-68.795588,44.573685
-71.681362,42.469831
-71.007015,44.101179
-69.975884,43.92758
-69.652439,45.648263
-72.254802,41.665654
-71.007015,44.101179
-71.576977,41.490024
-108.95,49.883
-106.14381,50.66969
-104.617,52.867
-105.607101,50.870229
-103.821767,50.751335
-107.596913,49.181578
-107.598556,49.182819
-105.0,51.3
-103.8,50.767
-106.58719,49.00579
-103.0305,49.0327
-108.316667,52.733333
-108.316667,52.733333
-108.57574,52.73398
-108.316667,52.733333
-108.316667,52.733333
-106.067,50.45
-103.8,50.767
-104.617,50.05
-104.617,50.45
-109.77922,49.60891
-102.667,50.6
-104.617,50.45
-119.59668,37.213544
-72.227538,42.453148
-101.004612,25.421973
-114.363662,43.68074
-86.077494,40.866153
-72.254802,41.665654
-105.556152,38.960104
-71.203851,42.505323
-124.153717,40.788816
-73.196774,42.878134
-82.564462,35.698728
-72.254802,41.665654
-117.78077237096092,45.012573699048296
-118.07468333647246,45.20476983242903
-117.28234185085665,43.93558681433396
-117.85467762153213,45.208371681606636
-122.28510202765912,47.272220778401504
-120.90099906265228,51.76643917031951
-121.52782707601972,45.997233900713304
-110.96057653035979,40.12484167823641
-120.29654280948716,35.72365665564094
-124.40380430470624,43.09403290195955
-114.3634612951043,43.68061231059433
-114.3634612951043,43.68061231059433
-116.86861326074708,48.60886823754323
-113.62125516174866,44.62480989522795
-123.83869955980552,43.58503256150238
-123.7987996037272,43.641132323340685
-123.22262925435011,47.42138112242015
-122.26807181722447,44.167241176959486
-118.72641728929099,48.236206945914596
-120.55921643940033,47.243347249231725
-106.77813037377896,32.31230742549619
-123.1246,47.278
-122.53278007784587,47.304158269361366
-119.49030102297021,47.3914166469285
-120.87640962305937,42.495872236535966
-120.87640962305937,42.495872236535966
-123.97475290728156,46.21170920694882
-120.87640962305937,42.495872236535966
-117.58138219041965,48.054202384874486
-122.76288583503779,47.344155892363325
-122.63900455895738,45.44612703352375
-122.5816988672921,45.22142922205002
-122.63900455895738,45.44612703352375
-122.46099293689342,45.065331557421004
-122.63900455895738,45.44612703352375
-122.43120035557506,45.49802863078786
-122.6759069577248,45.52332614050349
-123.84373458025478,45.4561154252018
-122.84341906934208,45.931121863428814
-122.84341906934208,45.931121863428814
-122.84341906934208,45.931121863428814
-120.37643485039924,35.655320798868466
-122.84341906934208,45.931121863428814
-120.83940833173995,42.47147286779938
-122.84341906934208,45.931121863428814
-122.8064,46.4771
-122.4614691462681,43.74644361704224
-124.05095761428794,46.34914767772315
-124.05095761428794,46.34914767772315
-124.05095761428794,46.34914767772315
-120.66981027879719,48.72056352883149
-124.05095761428794,46.34914767772315
-120.42114700870079,46.43780178558889
-117.37163402446785,47.408095447346334
-118.70528714013668,47.75864286970706
-120.42114700870079,46.43780178558889
-112.57627319440743,40.53148445295626
-117.36412401824153,46.8800471197342
-122.18443047171642,37.45335229913761
-112.14845137586519,38.68281900029781
-122.68455274570302,47.293046831041046
-122.44399330346991,47.13697572795284
-122.22676016970482,47.255307400121076
-101.4867490001303,48.323374688831855
-101.51395493101968,48.763675009680114
-101.1721380887013,48.22977622010751
-101.61975305679411,48.313874006832016
-101.41523927501522,47.65337506787925
-101.24293500132592,47.7508758730606
-101.24293500132592,47.7508758730606
-101.41523927501522,47.65337506787925
-101.41523927501522,47.65337506787925
-101.41523927501522,47.65337506787925
-101.41523927501522,47.65337506787925
-120.84863620503519,47.34973420564431
-117.27234159135061,43.93558689650878
-117.27234159135061,43.93558689650878
-121.85898932919315,45.675032806428675
-117.85467762153213,45.208371681606636
-117.27234159135061,43.93558689650878
-108.59930526763257,42.06443962313325
-122.536916,46.94608
-122.99039,47.0447
-122.8766,46.5474
-111.59256308711721,41.83485285865405
-107.95974716699328,42.00620428274801
-124.39350367842243,43.07213326319826
-121.88267,46.78433
-121.81229914895587,46.74972735892084
-121.9182,46.742
-122.36509608974993,46.88528149053443
-122.4439957165344,47.25277930861899
-122.53098,47.19763
-122.53098,47.19763
-122.53098,47.19763
-122.53098,47.19763
-122.4439957165344,47.25277930861899
-122.4439957165344,47.25277930861899
-123.72113925428496,45.84611393180138
-123.5836333512034,45.72001609822288
-123.5836333512034,45.72001609822288
-122.4439957165344,47.25277930861899
-123.1926283625592,47.415541437537385
-123.1926283625592,47.415541437537385
-80.978332,41.661671
-96.575317,39.093298
-85.834152,38.829292
-101.532501,39.678356
-99.70871,38.640274
-103.691673,38.872505
-99.197266,39.673035
-97.98468,38.060818
-80.918037,41.499607
-100.958534,37.973645
-80.554443,41.904034
-99.3255,38.9077
-99.694641,38.991383
